sedol,aims,annual_charge,annual_saving,bid_price,citicode,closed_fund,company_id,company_name,cost_segment,full_description,fund_name,fund_size,historic_yield,holding_fee,icvc,initial_charge,initial_commission,initial_saving,is_oeic,isaable,kiid,launch_currency,launchdate,lsmininv,lump_sum_min_inv,net_annual_charge,num_holdings,offer_price,other_expenses,payment_frequency,payment_type,percent_change,perf0t12m,perf120m,perf12m,perf12t24m,perf24t36m,perf36m,perf36t48m,perf3m,perf48t60m,perf60m,perf6m,reg_saver,reg_saver_min_inv,sector_id,sector_name,sicav,sippable,total_expenses,tracker,unit_type,update_time,updated,valuation_frequency,fund_yield,Wealth150
BKBD2G7,"To generate growth over the long term (5 years or more) by tracking the return of the MSCI AC Asia Pacific ex Japan Index. 

Performance Target: To match the return of the MSCI AC Asia Pacific ex Japan Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI AC Asia Pacific ex Japan Index (the ""Index"") is a representative index of the collective stock markets of Asia Pacific (excluding Japan).",0.13,0.01,111.53,QG9F,0,8036,abrdn,1,abrdn Asia Pacific ex-Japan Equity Tracker (N),abrdn Asia Pacific ex-Japan Equity Tracker (N),0.0,2.41,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2019-11-06,100.0,100.0,0.12,0.0,111.53,0.08,Bi-annually,Dividend,0.2,4.6,0.0,4.6,9.86,-1.95,12.66,-10.79,-2.92,0.0,0.0,-0.7,1,25.0,121,Asia Pacific Ex Japan,0,1,0.12,0,Accumulation,2025-05-28,2025-05-28,Daily,2.41,0
B1C4277,"To generate a positive return through capital growth and income over the long term (5 years or more) by investing in a globally diversified portfolio of assets whilst reducing the risk of losses.

Invested capital is however at risk and there is no guarantee that this will be attained over any time period.

Performance Target: To exceed the return of SONIA by 5% per annum over rolling five year periods (before charges).

There is no certainty or promise that the Performance Target will be achieved. SONIA is the Sterling Overnight Index Average and is the representative rate for the return on cash deposits.",0.67,0.06,169.84,GNOP,0,8036,abrdn,1,abrdn Diversified Growth &  Income (I),abrdn Diversified Growth &  Income (I),489.8,4.05,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2003-12-08,100.0,100.0,0.61,937.0,169.84,0.17,Monthly,Dividend,0.33,5.48,0.0,5.48,6.19,-0.59,11.35,1.21,0.3,15.32,29.96,0.65,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.67,0,Accumulation,2025-05-28,2025-05-28,Daily,4.05,0
B1C4288,"To generate a positive return through capital growth and income over the long term (5 years or more) by investing in a globally diversified portfolio of assets whilst reducing the risk of losses.

Invested capital is however at risk and there is no guarantee that this will be attained over any time period.

Performance Target: To exceed the return of SONIA by 5% per annum over rolling five year periods (before charges).

There is no certainty or promise that the Performance Target will be achieved. SONIA is the Sterling Overnight Index Average and is the representative rate for the return on cash deposits.",0.67,0.06,99.15,GNOO,0,8036,abrdn,1,abrdn Diversified Growth &  Income (I),abrdn Diversified Growth &  Income (I),489.8,4.05,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2003-12-08,100.0,100.0,0.61,937.0,99.15,0.17,Monthly,Dividend,0.32,5.45,0.0,5.45,6.2,-0.62,11.3,1.21,0.27,15.3,29.89,0.63,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.67,0,Income,2025-05-28,2025-05-28,Daily,4.05,0
B0WS7N3,"To generate income and some growth over the long term (5 years or more) by investing in a diversified range of abrdn funds.

Performance Target: To exceed the IA Mixed Investment 20-60% Shares Sector Average return over one year (after charges) and to be top quartile over rolling three year periods. There is no certainty or promise that the performance target will be achieved.

The fund targets a yield in excess of the income that would be delivered by a representative basket of assets (composed of 22.5% UK Equities (FTSE All Share Index), 22.5% Global Equities (MSCI World ex UK) and 55% Sterling Bonds (ICE BofA Sterling Non Gilts).",0.81,0.0,113.7,QH63,0,8036,abrdn,3,abrdn Dynamic Distribution (I),abrdn Dynamic Distribution (I),85.6,4.07,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2006-02-14,100.0,100.0,0.81,24.0,113.7,0.16,Quarterly,Dividend,0.35,3.38,0.0,3.38,9.05,-1.57,10.97,-3.59,-0.79,12.23,20.07,0.44,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.81,0,Accumulation,2025-05-28,2025-05-28,Daily,4.07,0
B0WS8K7,"To generate income and some growth over the long term (5 years or more) by investing in a diversified range of abrdn funds.

Performance Target: To exceed the IA Mixed Investment 20-60% Shares Sector Average return over one year (after charges) and to be top quartile over rolling three year periods. There is no certainty or promise that the performance target will be achieved.

The fund targets a yield in excess of the income that would be delivered by a representative basket of assets (composed of 22.5% UK Equities (FTSE All Share Index), 22.5% Global Equities (MSCI World ex UK) and 55% Sterling Bonds (ICE BofA Sterling Non Gilts).",0.81,0.0,57.24,QH64,0,8036,abrdn,3,abrdn Dynamic Distribution (I),abrdn Dynamic Distribution (I),85.6,4.07,0.0,0,0.0,0.0,0.0,0,1,1,GBP,2006-02-14,100.0,100.0,0.81,24.0,57.24,0.16,Quarterly,Dividend,0.32,3.39,0.0,3.39,9.07,-1.63,10.93,-3.57,-0.81,12.28,20.1,0.45,1,25.0,131,Mixed Investment 20-60% Shares,0,1,0.81,0,Income,2025-05-28,2025-05-28,Daily,4.07,0
BDFZ6R9,"To generate income and some growth over the long term (5 years or more) by tracking the return of the J.P. Morgan GBI-EM Global Diversified Index.

Performance Target: To match the return of the J.P. Morgan GBI-EM Global Diversified Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

J. P. Morgan GBI-EM Global Diversified Index (the ""Index"") is a representative index of the emerging markets local currency denominated government bonds.",0.18,0.02,108.02000000000001,Q5FZ,0,8036,abrdn,1,abrdn Emer Markets Local Currency Bd Tracker (N),abrdn Emerging Markets Local Currency Bond Tracker (N),559.2,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2019-03-19,100.0,100.0,0.16,146.0,108.02000000000001,0.06,Quarterly,Interest,0.56,1.74,0.0,1.74,2.91,10.72,15.93,-6.62,-1.19,-5.95,1.81,0.03,1,25.0,156,Global Emerging Markets Bond,0,1,0.16,0,Accumulation,2025-05-28,2025-05-28,Daily,0.0,0
3322756,"To generate growth over the long term (5 years or more) by investing in emerging markets equities (company shares). 

Performance Target: To achieve the return of the MSCI Emerging Markets Index, plus 3% per annum over three rolling year periods (before charges). There is no certainty or promise that the Performance Target will be achieved. 

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.87,0.2,860.6500000000001,ZY91,0,8036,abrdn,1,abrdn Emerging Markets Equity (I),abrdn Emerging Markets Equity (I),477.9,1.65,2.0,0,0.0,0.0,0.0,1,1,1,GBP,1987-03-16,100.0,100.0,0.67,69.0,860.6500000000001,0.12,Annually,Dividend,0.44,-0.01,0.0,-0.01,5.56,-1.37,4.11,-19.64,-2.66,41.36,18.27,-2.56,1,25.0,112,Global Emerging Markets,0,1,0.87,0,Accumulation,2025-05-28,2025-05-28,Daily,1.65,0
BH0VV53,"To generate growth over the long term (5 years or more) by investing in emerging markets equities (company shares). 

Performance Target: To achieve the return of the MSCI Emerging Markets Index, plus 3% per annum over three rolling year periods (before charges). There is no certainty or promise that the Performance Target will be achieved. 

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.87,0.2,763.2900000000001,JXPB,0,8036,abrdn,1,abrdn Emerging Markets Equity (I),abrdn Emerging Markets Equity (I),477.9,1.65,2.0,0,0.0,0.0,0.0,1,1,1,GBP,1987-03-16,100.0,100.0,0.67,69.0,763.2900000000001,0.12,Annually,Dividend,0.44,-0.03,0.0,-0.03,5.55,-1.36,4.09,-19.64,-2.66,41.36,18.24,-2.56,1,25.0,112,Global Emerging Markets,0,1,0.87,0,Income,2025-05-28,2025-05-28,Daily,1.65,0
BDFZ709,"To generate growth over the long term (5 years or more) by investing in emerging markets equities (company shares).

Performance Target: To exceed the return of the MSCI Emerging Markets Index by 0.75% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.31,0.02,123.99,Q5FX,0,8036,abrdn,1,abrdn Emerging Markets Equity Enhanced Index (N),abrdn Emerging Markets Equity Enhanced Index (N),118.4,2.72,0.0,0,0.0,0.0,0.0,1,1,1,GBP,1995-12-01,100.0,100.0,0.29,490.0,123.99,0.21,Annually,Dividend,0.41,3.76,0.0,3.76,14.59,-2.75,15.62,-9.98,-2.78,30.36,35.68,0.87,1,25.0,112,Global Emerging Markets,0,1,0.29,0,Accumulation,2025-05-28,2025-05-28,Daily,2.72,0
BKBD2K1,"To generate growth over the long term (5 years or more) by tracking the return of the MSCI Emerging Markets Index. 

Performance Target: To match the return of the MSCI Emerging Markets Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.25,0.0,109.94,QG9I,0,8036,abrdn,1,abrdn Emerging Markets Equity Tracker (N),abrdn Emerging Markets Equity Tracker (N),0.0,2.44,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2019-08-02,100.0,100.0,0.25,0.0,109.94,0.21,Bi-annually,Dividend,0.44,3.31,0.0,3.31,10.88,-2.43,11.77,-11.92,-2.71,0.0,0.0,0.67,1,25.0,112,Global Emerging Markets,0,1,0.25,0,Accumulation,2025-05-28,2025-05-28,Daily,2.44,0
BMD2L03,"To generate growth over the long term (5 years or more) by tracking the return of the MSCI Emerging Markets Index. 

Performance Target: To match the return of the MSCI Emerging Markets Index (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.25,0.0,94.38,UOQ8,0,8036,abrdn,1,abrdn Emerging Markets Equity Tracker (N),abrdn Emerging Markets Equity Tracker (N),0.0,2.44,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2019-08-02,100.0,100.0,0.25,0.0,94.38,0.21,Bi-annually,Dividend,0.44,3.34,0.0,3.34,10.79,-2.5,11.63,0.0,-2.7,0.0,0.0,0.67,1,25.0,112,Global Emerging Markets,0,1,0.25,0,Income,2025-05-28,2025-05-28,Daily,2.44,0
B7VX3J6,"To generate income and some growth over the long term (5 years or more) by investing in emerging markets equities (company shares).

Performance Target: To deliver a yield greater than that of and achieve a return in excess of the MSCI Emerging Markets Index over a rolling five year period (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.87,0.0,77.48,GY0X,0,8036,abrdn,2,abrdn Emerging Markets Income Equity (I),abrdn Emerging Markets Income Equity (I),613.3,2.72,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2012-12-13,100.0,100.0,0.87,90.0,77.48,0.12,Quarterly,Dividend,0.6,4.57,0.0,4.57,11.37,4.53,21.74,-12.76,-0.37,36.81,45.3,2.51,1,25.0,112,Global Emerging Markets,0,1,0.87,0,Income,2025-05-28,2025-05-28,Daily,2.72,0
B82VD29,"To generate income and some growth over the long term (5 years or more) by investing in emerging markets equities (company shares).

Performance Target: To deliver a yield greater than that of and achieve a return in excess of the MSCI Emerging Markets Index over a rolling five year period (before charges). There is no certainty or promise that the Performance Target will be achieved.

The MSCI Emerging Markets Index (the ""Index"") is a representative index of the collective stock markets across Emerging Markets.",0.87,0.0,116.6,GY0W,0,8036,abrdn,2,abrdn Emerging Markets Income Equity (I),abrdn Emerging Markets Income Equity (I),613.3,2.72,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2012-12-13,100.0,100.0,0.87,90.0,116.6,0.12,Quarterly,Dividend,0.6,4.6,0.0,4.6,11.39,4.56,21.83,-12.72,-0.43,36.81,45.48,2.48,1,25.0,112,Global Emerging Markets,0,1,0.87,0,Accumulation,2025-05-28,2025-05-28,Daily,2.72,0
B0LNNK8,"To generate income and some growth over the long term (5 years or more) by investing in sterling denominated investment grade corporate bonds which adhere to the abrdn Ethical Corporate Bond Investment Approach. Performance Target: To be top quartile within the funds peer group; defined as the Investment Association Sterling Corporate Bond Sector, over rolling five-year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. Due to the ethical nature of the management process, there are a material number of stocks and sectors that the fund is unable to invest in while other funds in the Investment Association Sterling Corporate Bond Sector can, which means the funds performance profile may deviate significantly from that of the Investment Association Sterling Corporate Bond Sector average. The Investment Association Sterling Corporate Bond Sector (the ""Sector"") is a representative group of investment funds with a focus on sterling denominated investment grade bonds issued by companies.",0.59,0.0,90.16999999999999,TJ49,0,8036,abrdn,5,abrdn Ethical Corporate Bond (I),abrdn Ethical Corporate Bond (I),352.3,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2005-11-02,100.0,100.0,0.59,232.0,90.16999999999999,0.09,Quarterly,Interest,-0.12,4.13,0.0,4.13,10.49,-11.74,1.54,-10.11,-0.02,4.78,-4.36,1.31,1,25.0,150,GBP Corporate Bond,0,1,0.59,0,Accumulation,2025-05-28,2025-05-28,Daily,4.21,0
B0LNNL9,"To generate income and some growth over the long term (5 years or more) by investing in sterling denominated investment grade corporate bonds which adhere to the abrdn Ethical Corporate Bond Investment Approach. Performance Target: To be top quartile within the funds peer group; defined as the Investment Association Sterling Corporate Bond Sector, over rolling five-year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. Due to the ethical nature of the management process, there are a material number of stocks and sectors that the fund is unable to invest in while other funds in the Investment Association Sterling Corporate Bond Sector can, which means the funds performance profile may deviate significantly from that of the Investment Association Sterling Corporate Bond Sector average. The Investment Association Sterling Corporate Bond Sector (the ""Sector"") is a representative group of investment funds with a focus on sterling denominated investment grade bonds issued by companies.",0.59,0.0,48.14,TJ50,0,8036,abrdn,5,abrdn Ethical Corporate Bond (I),abrdn Ethical Corporate Bond (I),352.3,0.0,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2005-11-02,100.0,100.0,0.59,232.0,48.14,0.09,Quarterly,Interest,-0.12,4.07,0.0,4.07,10.54,-11.75,1.52,-10.09,-0.02,4.79,-4.35,1.3,1,25.0,150,GBP Corporate Bond,0,1,0.59,0,Income,2025-05-28,2025-05-28,Daily,4.21,0
B0LG6P3,"To generate growth over the long term (5 years or more) by investing in European equities (company shares).

Performance Target: To achieve the return of the FTSE World Europe ex UK Index plus 3% per annum over rolling three year periods (before charges). There is no certainty or promise that the Performance Target will be achieved.

The FTSE World Europe ex UK Index (the ""Index"") is a representative index of the European (excluding UK) stock market.",0.84,0.05,282.35,DZ96,0,8036,abrdn,2,abrdn Europe ex UK Equity (I),abrdn Europe ex UK Equity (I),317.5,0.56,2.0,0,0.0,0.0,0.0,1,1,1,GBP,1991-11-08,100.0,100.0,0.79,42.0,282.35,0.09,Annually,Dividend,-0.12,-8.27,0.0,-8.27,9.57,11.52,12.08,-7.9,-2.8,16.38,20.14,2.17,1,25.0,111,Europe Excluding UK,0,1,0.84,0,Accumulation,2025-05-28,2025-05-28,Daily,0.56,0
B1ZB0P9,"To generate growth over the long term (5 years or more) by investing in European equities (company shares) which adhere to the abrdn Europe ex UK Ethical Equity Investment Approach. Performance Target: To achieve a return in excess of the FTSE World Europe ex UK Index over rolling five year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. Due to the ethical nature of the management process, there are a material number of stocks and sectors in the FTSE World Europe ex UK Index that the fund is unable to invest in, which means the funds performance profile may deviate significantly from that of the FTSE World Europe ex UK Index. The FTSE World Europe ex UK Index (the ""Index"") is a representative index of the European (excluding UK) stock market.",0.84,0.0,107.4,AJM9,0,8036,abrdn,3,abrdn Europe ex UK Ethical Equity (I),abrdn Europe ex UK Ethical Equity (I),192.1,0.75,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2007-09-24,100.0,100.0,0.84,31.0,107.4,0.09,Bi-annually,Dividend,-0.09,2.58,0.0,2.58,8.21,2.38,13.64,-10.08,-0.46,31.09,33.96,5.81,1,25.0,111,Europe Excluding UK,0,1,0.84,0,Accumulation,2025-05-28,2025-05-28,Daily,0.75,0
BN7D3R0,"To generate growth over the long term (5 years or more) by investing in European equities (company shares) which adhere to the abrdn Europe ex UK Ethical Equity Investment Approach. Performance Target: To achieve a return in excess of the FTSE World Europe ex UK Index over rolling five year periods (after charges). There is no certainty or promise that the Performance Target will be achieved. Due to the ethical nature of the management process, there are a material number of stocks and sectors in the FTSE World Europe ex UK Index that the fund is unable to invest in, which means the funds performance profile may deviate significantly from that of the FTSE World Europe ex UK Index. The FTSE World Europe ex UK Index (the ""Index"") is a representative index of the European (excluding UK) stock market.",0.84,0.0,44.629999999999995,W28Z,0,8036,abrdn,3,abrdn Europe ex UK Ethical Equity (I),abrdn Europe ex UK Ethical Equity (I),192.1,0.75,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2007-09-24,100.0,100.0,0.84,31.0,44.629999999999995,0.09,Bi-annually,Dividend,-0.09,2.44,0.0,2.44,7.76,1.71,12.29,0.0,-0.52,0.0,0.0,5.72,1,25.0,111,Europe Excluding UK,0,1,0.84,0,Income,2025-05-28,2025-05-28,Daily,0.75,0
B3L7S95,"To generate income and some growth over the long term (5 years or more) by investing in European equities (company shares).

Performance Target: To deliver a yield greater than that of and achieve a return in excess of the FTSE World Europe ex UK Index over a rolling five year period (before charges). There is no certainty or promise that the Performance Target will be achieved.

The FTSE World Europe ex UK Index (the ""Index"") is a representative index of the European (excluding UK) stock market.",0.9,0.05,127.0,ELT0,0,8036,abrdn,3,abrdn Europe ex UK Income Equity (I),abrdn Europe ex UK Income Equity (I),258.2,2.65,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2009-04-03,100.0,100.0,0.85,43.0,127.0,0.1,Quarterly,Dividend,-0.24,5.31,0.0,5.31,15.27,9.98,33.51,0.94,0.97,26.06,69.88,10.97,1,25.0,111,Europe Excluding UK,0,1,0.85,0,Income,2025-05-28,2025-05-28,Daily,2.65,0
B3L7SB7,"To generate income and some growth over the long term (5 years or more) by investing in European equities (company shares).

Performance Target: To deliver a yield greater than that of and achieve a return in excess of the FTSE World Europe ex UK Index over a rolling five year period (before charges). There is no certainty or promise that the Performance Target will be achieved.

The FTSE World Europe ex UK Index (the ""Index"") is a representative index of the European (excluding UK) stock market.",0.9,0.05,231.6,ELS9,0,8036,abrdn,3,abrdn Europe ex UK Income Equity (I),abrdn Europe ex UK Income Equity (I),258.2,2.65,0.0,0,0.0,0.0,0.0,1,1,1,GBP,2009-04-03,100.0,100.0,0.85,43.0,231.6,0.1,Quarterly,Dividend,-0.26,5.35,0.0,5.35,15.21,9.94,33.45,0.99,0.96,26.04,69.86,10.99,1,25.0,111,Europe Excluding UK,0,1,0.85,0,Accumulation,2025-05-28,2025-05-28,Daily,2.65,0
